title,genre,release_year,budget_mln,revenue_mln,rating_imdb,runtime_min,vote_count
Movie_0452,Romance,2003,38.55,100.85,6.5,100,3832
Movie_0453,Romance,2015,45.89,54.66,4.0,71,17041
Movie_0454,Sci-Fi,2003,63.05,73.17,7.2,113,1326
Movie_0455,Drama,2004,2.52,3.47,5.8,119,11411
Movie_0456,Romance,2023,16.15,24.39,5.1,109,257
Movie_0457,Animation,2004,123.13,30.71,6.2,98,767
Movie_0458,Drama,2007,6.13,8.63,3.4,116,198
Movie_0459,Drama,2009,23.16,16.03,,118,1973
Movie_0460,Comedy,2016,29.63,12.64,4.4,111,2781
Movie_0461,Sci-Fi,2008,158.95,43.17,4.5,88,3537
Movie_0462,Romance,2021,27.51,5.69,3.8,110,3270
Movie_0463,Action,2018,36.73,20.81,7.0,128,741
Movie_0464,Horror,2013,39.07,27.8,4.9,93,2240
Movie_0465,Thriller,2007,35.24,420.17,7.5,146,315
Movie_0466,Animation,2008,88.06,78.52,5.2,94,23036
Movie_0467,Action,2021,37.92,44.05,3.6,105,1890
Movie_0468,Sci-Fi,2010,70.14,122.74,,91,1431
Movie_0469,Horror,2022,7.39,16.02,7.0,109,32318
Movie_0470,Sci-Fi,2000,87.08,126.34,5.7,70,462
Movie_0471,Animation,2013,353.96,207.58,6.3,94,550
Movie_0472,Drama,2004,6.67,38.71,5.7,83,575
Movie_0473,Horror,2020,4.13,35.28,6.1,107,2692
Movie_0474,Drama,2013,64.89,27.85,7.1,124,5695
Movie_0475,Animation,2003,76.12,62.77,7.5,117,9040
Movie_0476,Action,2021,46.84,52.59,5.3,70,141208
Movie_0477,Animation,2022,206.8,112.96,4.7,145,102
Movie_0478,Action,2000,49.28,,5.2,110,7428
Movie_0479,Horror,2021,64.64,55.99,6.1,89,1292
Movie_0480,Horror,2022,25.8,221.26,4.4,108,1236
Movie_0481,Romance,2018,16.92,59.99,4.4,108,1176
Movie_0482,Sci-Fi,2007,561.73,1525.0,8.2,91,762
Movie_0483,Romance,2014,15.4,58.68,5.5,108,37301
Movie_0484,Sci-Fi,2020,181.06,843.16,6.3,92,10545
Movie_0485,Romance,2014,,24.78,4.7,96,3086
Movie_0486,Drama,2008,56.66,40.71,5.5,91,22618
Movie_0487,Horror,2020,52.31,70.95,4.6,76,308
Movie_0488,Action,2008,82.07,337.77,6.9,107,405
Movie_0489,Sci-Fi,2009,54.73,,7.0,116,113
Movie_0490,Animation,2019,130.03,32.88,3.8,115,1044
Movie_0491,Sci-Fi,2020,,35.82,4.6,121,3799
Movie_0492,Action,2008,400.51,546.36,5.3,111,3478
Movie_0493,Romance,2002,,34.58,4.8,94,3729
Movie_0494,Sci-Fi,2019,74.66,689.97,5.7,121,359
Movie_0495,Thriller,2010,46.37,,3.9,77,9944
Movie_0496,Drama,2005,6.81,13.04,4.4,86,4270
Movie_0497,Horror,2001,6.89,31.28,4.3,85,8951
Movie_0498,Action,2006,209.0,2000.0,6.6,126,174
Movie_0499,Horror,2017,8.87,9.52,5.6,123,4756
Movie_0500,Thriller,2001,17.31,34.82,4.7,114,501
Movie_0501,Sci-Fi,2016,153.62,445.99,6.3,126,1642
Movie_0502,Sci-Fi,2010,258.2,497.16,5.9,87,6644
Movie_0503,Animation,2011,159.97,233.81,5.8,111,3417
Movie_0504,Thriller,2018,88.74,283.87,7.9,102,831
Movie_0505,Action,2021,43.67,8.95,7.3,121,3009
Movie_0506,Animation,2023,28.86,59.42,4.1,102,299
Movie_0507,Drama,2006,66.47,138.36,6.8,97,16737
Movie_0508,Animation,2019,69.52,105.58,6.8,115,2190
Movie_0509,Comedy,2005,24.55,179.62,4.2,122,15959
Movie_0510,Action,2020,231.5,,7.4,91,1353
Movie_0511,Comedy,2023,46.81,67.42,7.5,103,1359
Movie_0512,Thriller,2000,57.6,416.57,4.4,83,947
Movie_0513,Romance,2016,141.3,91.15,5.0,70,11095
Movie_0514,Comedy,2010,17.93,20.4,6.8,109,1028
Movie_0515,Drama,2021,42.01,60.62,6.0,117,7839
Movie_0516,Animation,2017,94.2,360.7,6.5,110,1679
Movie_0517,Romance,2020,30.99,61.94,6.0,70,153
Movie_0518,Animation,2016,305.69,188.74,7.2,97,1267
Movie_0519,Comedy,2006,45.04,31.34,4.1,70,508
Movie_0520,Animation,2016,138.44,161.0,7.3,132,3136
Movie_0521,Thriller,2019,94.34,176.07,7.3,83,499
Movie_0522,Romance,2008,18.67,39.89,5.3,130,11955
Movie_0523,Thriller,2016,20.44,45.25,5.5,123,2600
Movie_0524,Comedy,2019,13.01,2.68,3.7,86,2283
Movie_0525,Thriller,2021,8.3,36.53,6.2,82,7973
Movie_0526,Drama,2021,103.62,235.91,6.6,112,12655
Movie_0527,Comedy,2007,12.41,64.92,5.5,88,2892
Movie_0528,Comedy,2016,25.13,71.59,6.9,107,937
Movie_0529,Comedy,2006,24.04,92.47,5.2,95,208
Movie_0530,Action,2000,102.3,281.78,6.6,70,1065
Movie_0531,Animation,2012,172.85,792.52,5.0,70,1181
Movie_0532,Action,2022,159.24,427.68,6.1,109,3500
Movie_0533,Action,2018,50.18,69.33,5.5,93,1776
Movie_0534,Drama,2023,17.5,217.08,5.8,93,8365
Movie_0535,Romance,2018,,99.33,5.2,118,1188
Movie_0536,Animation,2016,73.76,191.5,5.6,128,2736
Movie_0537,Thriller,2012,144.71,89.14,7.1,99,17605
Movie_0538,Sci-Fi,2015,148.11,71.08,5.6,98,4977
Movie_0539,Comedy,2007,54.01,,3.8,115,2724
Movie_0540,Thriller,2018,67.98,167.61,7.9,77,1208
Movie_0541,Comedy,2017,76.71,90.53,,109,1153
Movie_0542,Drama,2000,23.12,29.15,,116,832
Movie_0543,Comedy,2013,10.63,77.74,6.4,118,1324
Movie_0544,Action,2018,110.14,,5.3,70,9260
Movie_0545,Animation,2014,53.45,31.72,6.0,89,2137
Movie_0546,Sci-Fi,2017,65.51,99.58,6.1,87,393
Movie_0547,Horror,2001,23.98,16.97,,106,42287
Movie_0548,Comedy,2021,80.79,76.46,4.9,114,4817
Movie_0549,Thriller,2016,40.69,37.25,,134,361
Movie_0550,Action,2017,102.42,88.08,4.8,95,1536
Movie_0551,Horror,2005,58.55,24.62,4.7,95,3520
Movie_0552,Sci-Fi,2018,121.24,175.36,5.9,127,38441
Movie_0553,Horror,2003,120.23,102.17,5.1,110,565
Movie_0554,Action,2000,125.77,16.88,6.8,130,12888
Movie_0555,Animation,2007,22.0,282.85,7.4,110,24324
Movie_0556,Animation,2022,164.43,657.45,,81,1160
Movie_0557,Romance,2006,33.91,39.34,5.9,78,1965
Movie_0558,Animation,2002,252.55,501.83,7.1,73,629
Movie_0559,Romance,2009,42.84,25.58,6.2,118,2196
Movie_0560,Horror,2009,13.43,95.82,5.6,128,2821
Movie_0561,Drama,2018,7.51,73.09,6.4,141,8018
Movie_0562,Thriller,2013,33.84,66.54,6.2,121,15294
Movie_0563,Thriller,2001,20.26,57.27,4.1,128,970
Movie_0564,Horror,2000,9.43,19.96,6.6,93,155
Movie_0565,Comedy,2022,48.04,26.78,6.8,81,2887
Movie_0566,Comedy,2022,114.11,109.1,5.0,122,4629
Movie_0567,Animation,2017,123.41,230.62,6.0,113,4333
Movie_0568,Thriller,2006,,17.9,6.4,107,1826
Movie_0569,Thriller,2007,57.09,70.57,5.5,112,3594
Movie_0570,Romance,2000,65.12,116.15,7.0,111,28945
Movie_0571,Drama,2022,12.28,,8.4,130,5284
Movie_0572,Action,2002,71.87,100.27,4.8,130,1702
Movie_0573,Comedy,2023,,12.73,,115,1407
Movie_0574,Thriller,2022,21.35,18.31,5.9,121,2310
Movie_0575,Romance,2007,41.99,23.73,6.5,115,34721
Movie_0576,Sci-Fi,2021,90.78,335.95,5.6,95,2264
Movie_0577,Romance,2014,34.97,10.66,7.4,120,2893
Movie_0578,Comedy,2004,14.75,,4.0,77,1445
Movie_0579,Comedy,2002,21.14,129.8,6.4,126,15498
Movie_0580,Romance,2018,44.56,46.19,5.0,81,56373
Movie_0581,Action,2000,59.37,12.22,7.8,110,5860
Movie_0582,Horror,2014,59.72,96.37,8.1,88,3375
Movie_0583,Comedy,2007,21.79,26.38,4.7,116,3150
Movie_0584,Romance,2001,29.92,16.42,5.0,104,83
Movie_0585,Thriller,2002,84.35,100.13,6.9,73,9115
Movie_0586,Romance,2023,8.04,44.37,5.1,113,3645
Movie_0587,Drama,2013,4.89,13.36,5.5,93,5667
Movie_0588,Horror,2023,4.43,2.94,5.5,122,1025
Movie_0589,Sci-Fi,2013,274.58,76.94,4.3,105,1674
Movie_0590,Action,2010,51.45,59.92,5.7,112,1609
Movie_0591,Animation,2015,,1178.43,7.5,85,13800
Movie_0592,Sci-Fi,2003,63.67,141.19,5.2,93,1688
Movie_0593,Horror,2019,17.39,21.55,7.3,95,67777
Movie_0594,Horror,2004,51.51,,4.2,122,5689
Movie_0595,Horror,2021,74.66,793.11,6.8,138,439
Movie_0596,Sci-Fi,2020,520.28,2000.0,7.2,88,2458
Movie_0597,Thriller,2013,105.17,154.56,5.6,126,1121
Movie_0598,Horror,2022,34.03,52.22,6.6,70,110
Movie_0599,Romance,2015,40.16,48.58,6.1,81,32833
Movie_0600,Sci-Fi,2017,186.39,1027.19,6.9,85,8558
Movie_0601,Animation,2006,57.91,62.37,6.9,77,6632
Movie_0602,Horror,2009,7.8,11.45,5.1,73,3820
Movie_0603,Romance,2006,24.93,34.9,4.9,113,375
Movie_0604,Thriller,2000,34.91,26.49,4.3,100,1443
Movie_0605,Drama,2022,13.92,5.08,4.6,112,10537
Movie_0606,Thriller,2020,69.82,239.1,9.3,118,615
Movie_0607,Animation,2018,193.26,390.42,7.8,110,66
Movie_0608,Horror,2015,16.1,27.36,3.9,118,2120
Movie_0609,Animation,2018,293.49,253.79,5.1,103,2409
Movie_0610,Sci-Fi,2003,40.12,206.35,6.2,81,3653
Movie_0611,Comedy,2017,25.69,20.08,6.3,126,8890
Movie_0612,Horror,2001,8.45,67.16,6.2,93,7757
Movie_0613,Comedy,2000,6.74,2.01,5.2,86,4394
Movie_0614,Romance,2014,23.4,51.76,5.4,101,17913
Movie_0615,Drama,2004,18.14,45.63,6.0,86,305
Movie_0616,Action,2019,268.48,240.73,6.7,96,6354
Movie_0617,Animation,2010,149.08,206.05,3.4,111,7629
Movie_0618,Thriller,2009,17.63,81.13,5.3,111,464
Movie_0619,Drama,2001,88.15,15.91,4.8,87,312
Movie_0620,Horror,2002,39.84,101.03,5.9,95,973
Movie_0621,Comedy,2022,47.79,12.91,9.3,126,1105
Movie_0622,Thriller,2022,33.37,23.36,6.1,114,9229
Movie_0623,Comedy,2011,13.92,85.87,5.2,146,1185
Movie_0624,Sci-Fi,2019,74.25,83.43,6.9,128,825
Movie_0625,Comedy,2004,71.68,43.59,6.4,127,1191
Movie_0626,Sci-Fi,2004,451.62,811.12,7.8,77,15961
Movie_0627,Romance,2005,85.92,997.88,6.6,120,3039
Movie_0628,Thriller,2008,27.05,11.55,8.1,103,2278
Movie_0629,Thriller,2001,,7.33,4.2,93,2527
Movie_0630,Action,2020,89.54,608.56,6.4,108,20704
Movie_0631,Horror,2011,3.64,23.47,4.4,123,968
Movie_0632,Sci-Fi,2002,129.5,216.73,6.7,115,21445
Movie_0633,Action,2019,71.09,29.99,4.7,87,4087
Movie_0634,Comedy,2021,20.66,190.29,5.1,119,2343
Movie_0635,Comedy,2011,8.38,50.07,5.2,92,126924
Movie_0636,Action,2023,120.65,436.95,7.2,109,611
Movie_0637,Thriller,2016,26.12,23.17,6.7,98,1753
Movie_0638,Comedy,2009,11.77,12.54,4.1,100,469
Movie_0639,Animation,2023,9.04,12.05,5.6,120,12440
Movie_0640,Romance,2013,24.46,42.96,4.7,84,37563
Movie_0641,Romance,2022,103.2,460.82,4.4,143,36493
Movie_0642,Animation,2016,339.96,1360.37,6.6,70,18693
Movie_0643,Action,2017,55.5,30.95,5.4,93,2216
Movie_0644,Animation,2018,55.59,455.27,8.6,112,1723
Movie_0645,Sci-Fi,2016,145.5,349.87,6.6,116,243
Movie_0646,Sci-Fi,2013,44.99,92.39,,102,63184
Movie_0647,Action,2008,101.85,547.81,5.2,103,6023
Movie_0648,Animation,2007,166.11,124.04,7.4,113,1425
Movie_0649,Sci-Fi,2001,266.86,644.25,9.1,100,21852
Movie_0650,Thriller,2012,36.92,23.55,3.7,132,692
Movie_0651,Animation,2006,,18.19,3.5,121,5485
Movie_0652,Thriller,2008,19.82,58.21,7.8,122,2300
Movie_0653,Sci-Fi,2021,51.61,839.37,6.2,85,7769
Movie_0654,Romance,2021,20.86,4.97,4.5,103,2709
Movie_0655,Sci-Fi,2010,134.16,239.15,6.7,98,338
Movie_0656,Thriller,2013,83.08,108.45,2.7,84,3338
Movie_0657,Drama,2003,10.52,17.91,5.5,112,14375
Movie_0658,Horror,2012,49.51,74.85,6.1,94,2853
Movie_0659,Comedy,2001,24.15,13.82,6.7,118,9534
Movie_0660,Animation,2022,88.47,139.01,4.6,83,621
Movie_0661,Drama,2004,11.0,8.64,,139,2865
Movie_0662,Sci-Fi,2010,14.38,2.45,4.4,87,1168
Movie_0663,Romance,2005,50.71,245.38,6.0,109,9140
Movie_0664,Action,2017,144.24,469.77,5.0,120,3125
Movie_0665,Sci-Fi,2020,79.85,122.5,5.3,93,8392
Movie_0666,Romance,2009,26.38,39.29,4.4,122,15238
Movie_0667,Horror,2003,22.66,104.36,6.4,80,8412
Movie_0668,Sci-Fi,2008,28.65,64.01,6.6,134,4490
Movie_0669,Thriller,2005,26.2,86.45,5.3,105,666
Movie_0670,Action,2001,151.02,195.27,6.1,93,2968
Movie_0671,Romance,2016,,31.16,3.8,99,1339
Movie_0672,Romance,2004,31.62,61.08,5.3,121,1779
Movie_0673,Romance,2005,8.45,15.13,5.5,93,1699
Movie_0674,Horror,2011,21.78,16.67,8.7,90,685
Movie_0675,Sci-Fi,2022,97.19,157.47,4.6,100,158
Movie_0676,Horror,2020,4.12,3.89,7.3,81,1094
Movie_0677,Animation,2009,228.51,269.05,7.6,141,3984
Movie_0678,Comedy,2021,16.67,12.98,5.9,93,394
Movie_0679,Comedy,2020,15.69,12.67,7.7,121,3051
Movie_0680,Animation,2005,105.66,1251.72,6.4,109,51554
Movie_0681,Sci-Fi,2007,250.66,1590.95,7.0,85,13829
Movie_0682,Thriller,2001,17.75,151.24,5.5,104,35077
Movie_0683,Horror,2011,15.76,10.13,7.0,120,5359
Movie_0684,Action,2012,112.74,240.03,7.3,101,17175
Movie_0685,Romance,2020,43.53,18.38,4.9,128,1006
Movie_0686,Romance,2006,28.79,17.05,4.0,125,1133
Movie_0687,Sci-Fi,2009,74.56,49.8,5.6,123,48
Movie_0688,Thriller,2012,20.63,79.97,4.6,95,17662
Movie_0689,Comedy,2016,32.14,34.33,5.6,83,30046
Movie_0690,Comedy,2020,12.72,64.35,7.0,92,1300
Movie_0691,Romance,2013,2.42,5.67,5.0,108,2036
Movie_0692,Sci-Fi,2001,141.8,1863.71,6.0,115,962
Movie_0693,Horror,2021,30.91,12.77,5.7,70,5292
Movie_0694,Comedy,2010,4.53,25.27,6.5,104,16113
Movie_0695,Horror,2000,6.69,14.6,2.8,108,218
Movie_0696,Thriller,2018,65.64,37.82,5.0,99,5509
Movie_0697,Comedy,2020,155.59,674.77,6.4,130,1968
Movie_0698,Comedy,2003,30.5,,7.1,113,3533
Movie_0699,Drama,2018,11.17,12.39,5.0,131,5934
Movie_0700,Comedy,2020,25.92,11.37,3.4,100,2247
Movie_0701,Animation,2010,270.35,284.88,7.3,123,2551
Movie_0702,Action,2007,47.72,408.85,4.9,137,2162
Movie_0703,Animation,2010,47.49,55.65,4.3,131,12777
Movie_0704,Sci-Fi,2003,,189.63,5.0,83,5586
Movie_0705,Sci-Fi,2016,46.64,,5.5,99,4150
Movie_0706,Horror,2006,,10.91,4.8,98,443
Movie_0707,Animation,2007,330.15,1002.69,4.2,114,1689
Movie_0708,Animation,2002,116.54,66.95,7.0,118,11475
Movie_0709,Animation,2021,73.55,101.86,7.3,88,3154
Movie_0710,Thriller,2001,31.67,57.51,6.4,106,8016
Movie_0711,Comedy,2022,8.59,10.88,4.2,70,42182
Movie_0712,Action,2014,162.15,224.01,5.9,133,14156
Movie_0713,Horror,2023,14.09,,5.5,94,3428
Movie_0714,Animation,2021,77.9,260.78,6.5,106,1385
Movie_0715,Animation,2021,1157.82,2000.0,10.0,98,64
Movie_0716,Drama,2004,25.4,13.57,4.7,127,2315
Movie_0717,Horror,2023,8.22,,5.6,70,1828
Movie_0718,Animation,2000,63.99,324.91,,104,5353
Movie_0719,Horror,2003,37.59,170.95,7.4,102,2366
Movie_0720,Comedy,2014,32.85,16.99,6.5,95,1843
Movie_0721,Drama,2019,6.33,15.44,6.5,139,206
Movie_0722,Horror,2018,31.29,8.3,5.7,87,727
Movie_0723,Action,2002,46.88,99.16,7.4,120,6093
Movie_0724,Action,2019,358.05,2000.0,7.4,112,39099
Movie_0725,Sci-Fi,2010,237.27,150.45,5.4,130,2575
Movie_0726,Drama,2016,13.98,13.13,7.2,91,4874
Movie_0727,Drama,2012,55.73,199.83,6.6,90,12440
Movie_0728,Sci-Fi,2010,105.58,39.01,5.4,126,883
Movie_0729,Horror,2001,29.67,23.27,5.0,113,5167
Movie_0730,Drama,2008,29.47,82.76,6.0,74,981
Movie_0731,Action,2001,40.65,39.25,6.2,94,10907
Movie_0732,Action,2020,47.81,62.98,5.9,112,3740
Movie_0733,Animation,2008,205.16,737.32,6.7,121,4664
Movie_0734,Comedy,2008,22.95,70.34,,91,921
Movie_0735,Drama,2007,14.48,34.62,6.8,70,8608
Movie_0736,Horror,2016,6.99,8.14,5.8,115,67986
Movie_0737,Sci-Fi,2000,140.34,386.9,7.2,80,657
Movie_0738,Sci-Fi,2010,,,6.3,70,1790
Movie_0739,Horror,2007,6.39,15.9,6.0,70,4219
Movie_0740,Thriller,2009,40.78,,7.8,121,9697
Movie_0741,Romance,2006,77.37,100.08,5.5,107,1287
Movie_0742,Comedy,2002,28.15,14.58,4.6,100,42
Movie_0743,Sci-Fi,2002,143.61,202.35,5.3,132,22897
Movie_0744,Drama,2017,8.55,4.79,4.2,117,9327
Movie_0745,Comedy,2004,42.26,20.14,4.7,137,218
Movie_0746,Drama,2011,17.22,30.6,5.1,77,1198
Movie_0747,Thriller,2011,88.01,121.99,4.2,104,31328
Movie_0748,Action,2018,206.84,729.68,6.3,72,26152
Movie_0749,Comedy,2005,238.14,334.51,7.5,100,12184
Movie_0750,Animation,2001,143.1,282.89,,100,2288
Movie_0751,Sci-Fi,2011,129.78,459.11,7.8,117,3376
Movie_0752,Comedy,2018,35.05,89.87,6.3,105,2449
Movie_0753,Comedy,2004,22.62,20.18,6.8,117,16193
Movie_0754,Comedy,2011,39.33,60.18,4.9,119,801
Movie_0755,Romance,2016,19.74,49.71,6.6,148,890
Movie_0756,Comedy,2016,34.33,41.08,4.3,98,13567
Movie_0757,Drama,2009,57.39,16.39,6.8,86,2789
Movie_0758,Action,2022,35.76,66.41,5.8,109,23569
Movie_0759,Thriller,2016,99.56,1315.04,6.6,88,1088
Movie_0760,Horror,2014,43.02,36.44,4.3,134,2745
Movie_0761,Comedy,2011,27.3,17.66,4.5,99,747
Movie_0762,Sci-Fi,2015,18.31,,6.3,93,3014
Movie_0763,Comedy,2023,18.45,29.79,4.4,95,324
Movie_0764,Sci-Fi,2018,282.24,1630.17,7.2,119,1434
Movie_0765,Drama,2007,19.64,6.85,3.9,101,345
Movie_0766,Sci-Fi,2020,44.96,159.81,6.7,92,8441
Movie_0767,Animation,2016,60.1,119.73,4.3,138,8733
Movie_0768,Horror,2022,,44.62,6.3,87,222
Movie_0769,Action,2004,123.89,311.52,6.7,105,22044
Movie_0770,Sci-Fi,2021,82.6,286.31,5.0,118,126263
Movie_0771,Sci-Fi,2015,74.57,291.88,6.5,72,3193
Movie_0772,Action,2005,58.48,34.73,6.0,114,1139
Movie_0773,Horror,2007,7.17,20.13,4.9,83,206178
Movie_0774,Comedy,2017,109.23,133.85,4.7,121,412
Movie_0775,Sci-Fi,2011,77.27,78.31,,85,3072
Movie_0776,Action,2014,211.82,,6.8,118,3902
Movie_0777,Animation,2008,303.95,352.97,4.8,127,22420
Movie_0778,Animation,2012,,1030.5,6.4,122,5113
Movie_0779,Drama,2014,14.16,18.91,5.2,110,1410
Movie_0780,Action,2009,110.5,74.91,6.8,100,715
Movie_0781,Drama,2015,19.62,19.73,,93,1785
Movie_0782,Animation,2006,43.68,74.42,5.3,134,658
Movie_0783,Horror,2016,19.44,104.28,6.5,91,3202
Movie_0784,Comedy,2022,11.68,32.86,5.9,84,1278
Movie_0785,Action,2020,206.89,177.34,6.7,118,317
Movie_0786,Thriller,2021,27.58,438.06,6.2,89,19588
Movie_0787,Animation,2006,105.71,150.42,4.1,85,1413
Movie_0788,Animation,2013,112.89,670.62,6.9,76,444
Movie_0789,Thriller,2014,,49.61,6.4,95,2316
Movie_0790,Romance,2020,39.97,78.82,4.4,103,3302
Movie_0791,Animation,2006,,,5.5,109,217
Movie_0792,Sci-Fi,2008,200.78,1033.14,6.3,124,4902
Movie_0793,Horror,2018,5.11,19.49,5.4,115,619
Movie_0794,Action,2015,88.51,333.51,6.3,101,38814
Movie_0795,Thriller,2007,188.67,311.27,8.0,101,6541
Movie_0796,Sci-Fi,2017,44.92,51.49,7.0,115,1636
Movie_0797,Thriller,2022,23.26,34.64,4.0,130,974
Movie_0798,Action,2017,120.68,516.81,6.7,107,2546
Movie_0799,Drama,2019,23.09,37.32,7.2,95,7474
Movie_0800,Action,2006,105.9,484.84,6.4,85,2869
Movie_0801,Romance,2002,36.97,261.28,7.0,76,2152
Movie_0802,Action,2017,132.93,135.25,8.4,118,3253
Movie_0803,Action,2009,194.37,188.76,7.5,116,1204
Movie_0804,Romance,2006,34.7,,5.9,116,1781
Movie_0805,Horror,2016,,30.5,6.8,102,130
Movie_0806,Animation,2013,154.14,166.17,6.3,133,12843
Movie_0807,Action,2023,365.74,2000.0,7.0,95,4666
Movie_0808,Romance,2002,22.48,46.77,5.2,124,934
Movie_0809,Sci-Fi,2011,45.86,98.7,7.6,104,51436
Movie_0810,Drama,2012,48.49,17.24,4.7,92,3396
Movie_0811,Drama,2001,18.16,11.32,7.4,116,630
Movie_0812,Action,2002,14.07,30.65,6.2,113,10776
Movie_0813,Horror,2004,,4.69,3.9,112,5415
Movie_0814,Horror,2010,9.77,39.96,6.0,106,5387
Movie_0815,Sci-Fi,2007,93.01,74.31,3.4,104,1573
Movie_0816,Action,2022,104.34,2000.0,6.7,152,5859
Movie_0817,Drama,2022,23.29,340.0,,128,2012
Movie_0818,Horror,2011,26.46,30.23,4.9,119,6863
Movie_0819,Action,2006,56.47,82.83,5.9,107,171
Movie_0820,Thriller,2014,60.3,328.25,8.1,125,1554
Movie_0821,Horror,2023,12.19,76.65,4.9,115,39467
Movie_0822,Romance,2016,45.15,12.53,4.4,105,943
Movie_0823,Thriller,2003,65.44,27.16,7.5,98,1205
Movie_0824,Animation,2021,,53.65,8.0,103,1522
Movie_0825,Horror,2012,35.76,93.76,5.6,70,481
Movie_0826,Drama,2017,13.03,37.87,6.8,109,108
Movie_0827,Comedy,2000,57.26,302.43,7.3,95,2109
Movie_0828,Thriller,2015,53.66,24.16,4.8,136,3654
Movie_0829,Animation,2012,391.65,86.79,6.5,105,2755
Movie_0830,Sci-Fi,2009,,363.69,7.3,81,2398
Movie_0831,Sci-Fi,2011,75.62,77.16,7.8,104,3179
Movie_0832,Drama,2001,19.69,5.5,6.3,84,13825
Movie_0833,Horror,2022,11.77,16.55,4.5,114,2240
Movie_0834,Action,2002,151.71,722.79,8.5,110,1260
Movie_0835,Horror,2009,4.12,4.95,4.9,124,1955
Movie_0836,Drama,2001,8.61,8.04,5.1,89,7108
Movie_0837,Sci-Fi,2022,42.56,61.62,6.1,105,24786
Movie_0838,Horror,2012,,47.32,7.5,77,1161
Movie_0839,Sci-Fi,2012,392.94,259.85,8.1,119,3457
Movie_0840,Thriller,2017,36.79,32.65,6.1,115,4951
Movie_0841,Animation,2002,78.63,220.04,6.4,114,672
Movie_0842,Action,2006,84.61,182.95,5.9,105,3073
Movie_0843,Thriller,2013,101.33,212.97,6.6,113,330
Movie_0844,Sci-Fi,2019,47.62,14.19,2.7,137,209
Movie_0845,Sci-Fi,2016,121.01,158.94,5.6,99,5167
Movie_0846,Comedy,2020,65.45,15.34,6.1,107,1676
Movie_0847,Comedy,2011,44.79,62.12,4.3,83,4037
Movie_0848,Thriller,2015,46.55,284.63,6.1,87,2902
Movie_0849,Romance,2023,55.69,22.24,,106,689
Movie_0850,Thriller,2011,4.6,5.69,7.6,127,2785
Movie_0851,Comedy,2014,51.6,144.79,7.6,99,468
Movie_0852,Sci-Fi,2009,59.26,260.38,5.2,100,24015
Movie_0853,Drama,2006,4.62,4.53,5.3,96,389
Movie_0854,Thriller,2019,60.21,50.15,5.7,94,2222
Movie_0855,Sci-Fi,2004,300.09,86.33,6.2,110,624
Movie_0856,Drama,2000,17.92,31.37,5.8,75,7013
Movie_0857,Drama,2016,42.86,352.38,4.8,130,1813
Movie_0858,Comedy,2002,108.96,175.98,4.6,91,1369
Movie_0859,Thriller,2012,114.53,206.83,6.7,119,10719
Movie_0860,Horror,2013,55.7,132.5,6.5,79,3115
Movie_0861,Action,2023,144.85,201.55,5.1,118,6470
Movie_0862,Comedy,2017,31.87,28.23,6.7,118,684
Movie_0863,Comedy,2003,8.33,22.93,4.8,112,362
Movie_0864,Horror,2017,12.32,24.28,5.9,85,3501
Movie_0865,Action,2004,40.75,75.62,6.6,109,1847
Movie_0866,Sci-Fi,2015,567.89,501.5,7.7,81,7628
Movie_0867,Romance,2000,21.72,118.29,6.1,99,2644
Movie_0868,Thriller,2020,44.14,111.57,5.1,125,4054
Movie_0869,Romance,2013,38.86,35.19,5.4,120,261
Movie_0870,Sci-Fi,2014,103.55,,5.7,105,50648
Movie_0871,Animation,2008,349.27,368.06,6.0,85,2330
Movie_0872,Comedy,2014,18.23,13.28,5.4,117,8487
Movie_0873,Action,2016,,52.06,4.0,105,850
Movie_0874,Comedy,2023,16.56,4.6,5.0,70,4731
Movie_0875,Drama,2003,6.96,15.15,5.2,120,422
Movie_0876,Comedy,2011,18.39,5.12,5.3,104,5872
Movie_0877,Comedy,2004,,14.11,5.3,129,1747
Movie_0878,Sci-Fi,2004,70.93,17.19,5.7,83,3114
Movie_0879,Sci-Fi,2010,57.47,92.15,6.3,70,8492
Movie_0880,Sci-Fi,2005,32.46,52.04,6.7,110,469
Movie_0881,Romance,2006,23.39,23.06,4.8,110,1067
Movie_0882,Drama,2023,6.0,2.63,4.1,71,5919
Movie_0883,Animation,2013,165.32,77.67,4.9,85,69378
Movie_0884,Animation,2023,96.14,212.64,5.3,160,2423
Movie_0885,Sci-Fi,2010,31.16,27.14,5.2,98,7235
Movie_0886,Action,2012,62.47,110.12,4.8,119,2539
Movie_0887,Romance,2001,13.7,6.79,4.0,91,54905
Movie_0888,Horror,2006,19.36,31.5,5.0,70,216
Movie_0889,Action,2019,233.78,1381.08,6.7,101,3435
Movie_0890,Thriller,2003,8.92,25.97,,99,260
Movie_0891,Thriller,2007,43.86,41.63,5.0,97,69
Movie_0892,Action,2019,70.38,128.86,5.3,102,4657
Movie_0893,Sci-Fi,2021,171.1,192.04,5.1,110,3674
Movie_0894,Horror,2020,17.79,27.24,5.5,101,1944
Movie_0895,Horror,2018,8.22,7.61,4.5,79,2542
Movie_0896,Romance,2012,19.37,28.76,6.3,114,310969
Movie_0897,Horror,2013,7.93,8.94,3.4,70,2023
Movie_0898,Thriller,2009,94.6,,5.4,70,6407
Movie_0899,Drama,2010,20.34,13.32,5.9,119,1125
